stop_id,visible,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,stop_timezone,equipment_id,contributor_id,geometry_id
OIS:SA:CTP3014590,1,"SAINT-JEAN",49.417281,2.070205,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014591,1,"Délie",49.409858,2.112742,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014595,1,"ASCA",49.436325,2.100257,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014597,1,"ARGENTINE",49.434628,2.105595,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014599,1,"Hôtel de Ville - Arrivée",49.429252,2.081243,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014600,1,"Hôtel de Ville - Départ",49.429243,2.081298,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014609,1,"Pont d'Arcole",49.42525,2.092666,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014611,1,"Abbé Pierre",49.423786,2.099634,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014616,1,"Tilloy",49.441571,2.096018,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014620,1,"Cinespace",49.426835,2.093897,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014623,1,"Tillé Tilleuls",49.452831,2.099389,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3014624,1,"Mairie",49.46356,2.112069,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3016362,1,"Bellevue",49.418478,2.071259,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3016363,1,"Aquaspace/Parc Dassault",49.451131,2.098046,,1,,Europe/Paris,,OIS,
OIS:SA:CTP3016365,1,"Elispace/Parc Dassault",49.451135,2.099334,,1,,Europe/Paris,,OIS,
OLB:SA:CTP18000001,1,"Eglise de Lardières",49.255513,2.135061,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000003,1,"Hôpital",49.233587,2.127451,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000006,1,"Rimbaud",49.235176,2.126552,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000012,1,"Perce Neige",49.238594,2.123863,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000015,1,"Jean Sébastien Bach",49.242725,2.127674,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000017,1,"Centre Ville",49.235889,2.133835,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000019,1,"Gare",49.232149,2.131956,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000020,1,"Quiétude",49.232479,2.125658,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000021,1,"Collège du Thelle",49.231283,2.1251,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000022,1,"Allende",49.230352,2.126997,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000023,1,"Langevin",49.228655,2.127759,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000025,1,"Vaillant Radiologue",49.234249,2.130768,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000031,1,"Centre ville",49.235674,2.133863,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000032,1,"Quietude",49.232344,2.125782,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000038,1,"Mounier",49.226679,2.127781,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000040,1,"Parc urbain",49.227945,2.127227,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000042,1,"La chesnaie",49.226918,2.131031,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000045,1,"Lumières",49.220889,2.131096,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000047,1,"Centre commercial",49.219923,2.138863,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000053,1,"Pierre Mendes France",49.230374,2.139866,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000059,1,"Condorcet",49.236462,2.143533,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000060,1,"Pasteur",49.237807,2.13594,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000063,1,"Gournay",49.239865,2.131034,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000065,1,"Louis Deshayes",49.240263,2.133049,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000069,1,"Briqueterie",49.244155,2.13361,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000071,1,"Toussaint Louverture",49.247173,2.133612,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000073,1,"Four à chaux",49.253615,2.133381,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000078,1,"Cimetière",49.244473,2.141664,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000080,1,"La roseraie",49.240816,2.141335,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000082,1,"Musée de la Nacre",49.238351,2.139424,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000091,1,"Jules Verne",49.227765,2.143539,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000092,1,"Aragon",49.225958,2.136961,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000094,1,"Thalès",49.220985,2.134621,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000096,1,"Gendarmerie",49.225248,2.131627,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000097,1,"Corneille",49.226469,2.141678,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000099,1,"Ivry le Temple-Centre",49.228881,2.02916,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000100,1,"Eglise",49.25611,2.10583,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000101,1,"Rue de Gournay",49.256532,2.110548,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000102,1,"Saint-Crépin Ibouvillers - Centre",49.262788,2.07888,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000103,1,"Saint-Crépin Ibouvillers - Ecole",49.262771,2.072769,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000104,1,"Centre",49.238329,2.07722,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000105,1,"Musignière",49.23632,2.07448,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000106,1,"Célio",49.22276,2.107331,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000107,1,"Les Vallées",49.214411,2.120356,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000108,1,"Bas",49.207344,2.122689,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000109,1,"Place",49.202074,2.120024,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000110,1,"Hénonville",49.207136,2.052837,,1,,Europe/Paris,,OLB,
OLB:SA:CTP18000111,1,"Bruxelles",49.21783,2.113292,,1,,Europe/Paris,,OLB,
OLI:SA:1000,1,"Eglise Du Marais",50.630875,3.007115,,1,,Europe/Paris,,OLI,
OLI:SA:1002,1,"Renovation",50.64378,2.980681,,1,,Europe/Paris,,OLI,
OLI:SA:1003,1,"Pont Superieur",50.644607,3.014056,,1,,Europe/Paris,,OLI,
OLI:SA:1004,1,"Maison Des Enfants",50.646282,2.994441,,1,,Europe/Paris,,OLI,
OLI:SA:1008,1,"Marais",50.630484,3.001383,,1,,Europe/Paris,,OLI,
OLI:SA:1009,1,"Blanchisseurs",50.62914,3.011068,,1,,Europe/Paris,,OLI,
OLI:SA:1011,1,"A.Thomas",50.647379,3.002426,,1,,Europe/Paris,,OLI,
OLI:SA:1014,1,"Croix Du Temple",50.633396,3.005357,,1,,Europe/Paris,,OLI,
OLI:SA:1019,1,"Clinique De La Mitterie",50.651121,2.99703,,1,,Europe/Paris,,OLI,
OLI:SA:102,1,"Jacques Cartier",50.696737,2.887876,,1,,Europe/Paris,,OLI,
OLI:SA:1020,1,"Hotel De Ville",50.639036,3.012415,,1,,Europe/Paris,,OLI,
OLI:SA:1025,1,"Canteleu",50.637012,3.024871,,1,,Europe/Paris,,OLI,
OLI:SA:1027,1,"Rabelais",50.640624,2.983801,,1,,Europe/Paris,,OLI,
OLI:SA:1034,1,"Bourg",50.645596,2.985149,,1,,Europe/Paris,,OLI,
OLI:SA:1036,1,"Mitterie",50.646938,3.007556,,1,,Europe/Paris,,OLI,
OLI:SA:1037,1,"Mairie",50.669823,2.990431,,1,,Europe/Paris,,OLI,
OLI:SA:1041,1,"Le Bocage",50.667641,2.992605,,1,,Europe/Paris,,OLI,
OLI:SA:1044,1,"Leclerc",50.610344,3.019894,,1,,Europe/Paris,,OLI,
OLI:SA:1049,1,"Guy Mocquet",50.602941,3.01204,,1,,Europe/Paris,,OLI,
OLI:SA:1050,1,"Mirabeau",50.611714,3.023536,,1,,Europe/Paris,,OLI,
OLI:SA:1056,1,"Chatelet",50.606287,3.010479,,1,,Europe/Paris,,OLI,
OLI:SA:1058,1,"College Descartes",50.608891,3.005044,,1,,Europe/Paris,,OLI,
OLI:SA:1061,1,"Port Fluvial",50.622426,3.015222,,1,,Europe/Paris,,OLI,
OLI:SA:1062,1,"La Paix",50.608358,3.008928,,1,,Europe/Paris,,OLI,
OLI:SA:1068,1,"Republique",50.608997,3.016901,,1,,Europe/Paris,,OLI,
OLI:SA:1071,1,"Eurasante Epi De Soil",50.602139,3.044689,,1,,Europe/Paris,,OLI,
OLI:SA:1078,1,"Les Oliveaux",50.606718,3.005367,,1,,Europe/Paris,,OLI,
OLI:SA:1083,1,"Bazinghien",50.619474,3.016931,,1,,Europe/Paris,,OLI,
OLI:SA:1084,1,"Barbusse",50.606252,3.015116,,1,,Europe/Paris,,OLI,
OLI:SA:1085,1,"Fresnoy",50.674106,3.226985,,1,,Europe/Paris,,OLI,
OLI:SA:1086,1,"Descartes Physicien",50.672107,3.22184,,1,,Europe/Paris,,OLI,
OLI:SA:1087,1,"Tour Eiffel",50.664835,3.215077,,1,,Europe/Paris,,OLI,
OLI:SA:1088,1,"Tonkin",50.674792,3.216354,,1,,Europe/Paris,,OLI,
OLI:SA:1091,1,"Saint Luc",50.672065,3.218917,,1,,Europe/Paris,,OLI,
OLI:SA:1092,1,"Desmulliez",50.670711,3.213755,,1,,Europe/Paris,,OLI,
OLI:SA:1093,1,"Agora",50.675109,3.209626,,1,,Europe/Paris,,OLI,
OLI:SA:1095,1,"Vert Pre",50.676953,3.215178,,1,,Europe/Paris,,OLI,
OLI:SA:1096,1,"Rue De Toufflers",50.668418,3.22718,,1,,Europe/Paris,,OLI,
OLI:SA:1099,1,"Pilaterie",50.652685,3.109604,,1,,Europe/Paris,,OLI,
OLI:SA:110,1,"Raymond Lis",50.69198,2.884604,,1,,Europe/Paris,,OLI,
OLI:SA:1105,1,"Le Quesne",50.673406,3.10672,,1,,Europe/Paris,,OLI,
OLI:SA:1109,1,"Montgolfier",50.663148,3.075105,,1,,Europe/Paris,,OLI,
OLI:SA:1110,1,"Verdun",50.672257,3.096723,,1,,Europe/Paris,,OLI,
OLI:SA:1113,1,"Clemenceau Hippodrome",50.66186,3.096734,,1,,Europe/Paris,,OLI,
OLI:SA:1114,1,"Mairie",50.672603,3.09286,,1,,Europe/Paris,,OLI,
OLI:SA:1119,1,"Barrois",50.669311,3.100122,,1,,Europe/Paris,,OLI,
OLI:SA:1120,1,"Acacias",50.664926,3.110047,,1,,Europe/Paris,,OLI,
OLI:SA:1121,1,"Bailly",50.6798,3.095242,,1,,Europe/Paris,,OLI,
OLI:SA:1123,1,"Place Tiers",50.65841,3.102058,,1,,Europe/Paris,,OLI,
OLI:SA:1124,1,"Foch",50.666473,3.103734,,1,,Europe/Paris,,OLI,
OLI:SA:1125,1,"Piscine",50.665543,3.087151,,1,,Europe/Paris,,OLI,
OLI:SA:1126,1,"Chateau Rouge",50.679735,3.114427,,1,,Europe/Paris,,OLI,
OLI:SA:1130,1,"Gladbeck",50.652796,3.096004,,1,,Europe/Paris,,OLI,
OLI:SA:1131,1,"Rue De L'Eglise",50.665211,3.079609,,1,,Europe/Paris,,OLI,
OLI:SA:1132,1,"Rouges Barres",50.654966,3.094654,,1,,Europe/Paris,,OLI,
OLI:SA:1133,1,"Place",50.676042,3.092362,,1,,Europe/Paris,,OLI,
OLI:SA:1134,1,"Brossolette",50.66037,3.094016,,1,,Europe/Paris,,OLI,
OLI:SA:1137,1,"Croise Laroche",50.664804,3.102339,,1,,Europe/Paris,,OLI,
OLI:SA:114,1,"Gare Annexe",50.691296,2.872863,,1,,Europe/Paris,,OLI,
OLI:SA:1141,1,"Pave Strategique",50.686688,3.09104,,1,,Europe/Paris,,OLI,
OLI:SA:1142,1,"Pont De Marcq",50.670724,3.077348,,1,,Europe/Paris,,OLI,
OLI:SA:1144,1,"Charcot",50.663743,3.083638,,1,,Europe/Paris,,OLI,
OLI:SA:1148,1,"Hautes Loges",50.668709,3.088652,,1,,Europe/Paris,,OLI,
OLI:SA:1151,1,"La Fayette",50.671493,3.089512,,1,,Europe/Paris,,OLI,
OLI:SA:1152,1,"Meunier",50.674418,3.084941,,1,,Europe/Paris,,OLI,
OLI:SA:1153,1,"Pont Blanc",50.671548,3.069936,,1,,Europe/Paris,,OLI,
OLI:SA:1155,1,"Chapelle St Roch",50.668475,3.072403,,1,,Europe/Paris,,OLI,
OLI:SA:1157,1,"Lazaro",50.680007,3.083429,,1,,Europe/Paris,,OLI,
OLI:SA:116,1,"Lycee D'Etat",50.687442,2.872073,,1,,Europe/Paris,,OLI,
OLI:SA:1160,1,"Cheval Blanc",50.682557,3.090329,,1,,Europe/Paris,,OLI,
OLI:SA:1161,1,"Eglise Saint Louis",50.659186,3.080677,,1,,Europe/Paris,,OLI,
OLI:SA:1164,1,"Pont Courroy",50.68146,3.10107,,1,,Europe/Paris,,OLI,
OLI:SA:1168,1,"Abbe Bonpain",50.657959,3.083354,,1,,Europe/Paris,,OLI,
OLI:SA:1169,1,"Loridan",50.700708,3.086521,,1,,Europe/Paris,,OLI,
OLI:SA:1170,1,"Chemin De Wervicq",50.676854,3.081081,,1,,Europe/Paris,,OLI,
OLI:SA:1171,1,"Cimetiere",50.67474,3.079257,,1,,Europe/Paris,,OLI,
OLI:SA:1175,1,"Vandenberghe",50.650385,3.095685,,1,,Europe/Paris,,OLI,
OLI:SA:1180,1,"Lalau",50.673969,3.067007,,1,,Europe/Paris,,OLI,
OLI:SA:1181,1,"Saint Jean De Dieu",50.666164,3.044029,,1,,Europe/Paris,,OLI,
OLI:SA:1183,1,"Les Alouettes",50.678644,3.062205,,1,,Europe/Paris,,OLI,
OLI:SA:1191,1,"Les Platanes",50.675245,3.049747,,1,,Europe/Paris,,OLI,
OLI:SA:1196,1,"Touquet",50.679022,3.063438,,1,,Europe/Paris,,OLI,
OLI:SA:1198,1,"Verdun",50.55395,2.865,,1,,Europe/Paris,,OLI,
OLI:SA:1199,1,"Rue Du Moisnil",50.551843,2.858177,,1,,Europe/Paris,,OLI,
OLI:SA:1201,1,"Route De Sainghin",50.55369,2.873235,,1,,Europe/Paris,,OLI,
OLI:SA:1202,1,"Rue De La Franquise",50.549908,2.851187,,1,,Europe/Paris,,OLI,
OLI:SA:1203,1,"Gare",50.548159,2.868178,,1,,Europe/Paris,,OLI,
OLI:SA:1208,1,"Mons Sarts",50.6422,3.099285,,1,,Europe/Paris,,OLI,
OLI:SA:1210,1,"Sabliere",50.644252,3.099627,,1,,Europe/Paris,,OLI,
OLI:SA:1214,1,"Bourgogne",50.645667,3.117297,,1,,Europe/Paris,,OLI,
OLI:SA:1216,1,"Coty",50.637373,3.116674,,1,,Europe/Paris,,OLI,
OLI:SA:1218,1,"Lavoisier",50.63477,3.106929,,1,,Europe/Paris,,OLI,
OLI:SA:1222,1,"Fort De Mons",50.642101,3.1194,,1,,Europe/Paris,,OLI,
OLI:SA:123,1,"Marechal Joffre",50.697651,2.886192,,1,,Europe/Paris,,OLI,
OLI:SA:1232,1,"Cimetiere",50.709093,3.127103,,1,,Europe/Paris,,OLI,
OLI:SA:1235,1,"Saint Francois",50.716583,3.138269,,1,,Europe/Paris,,OLI,
OLI:SA:1236,1,"Faidherbe",50.703717,3.142879,,1,,Europe/Paris,,OLI,
OLI:SA:1239,1,"Trois Suisses",50.698909,3.138904,,1,,Europe/Paris,,OLI,
OLI:SA:1243,1,"Lorthiois",50.714533,3.134832,,1,,Europe/Paris,,OLI,
OLI:SA:1245,1,"Isly",50.694584,3.132112,,1,,Europe/Paris,,OLI,
OLI:SA:1247,1,"Rue De Londres",50.702529,3.133849,,1,,Europe/Paris,,OLI,
OLI:SA:1252,1,"College Van Der Meersch",50.707225,3.128839,,1,,Europe/Paris,,OLI,
OLI:SA:1257,1,"Ferme Des Enfants",50.749161,3.154386,,1,,Europe/Paris,,OLI,
OLI:SA:1258,1,"Docks De L'Oise",50.753678,3.165658,,1,,Europe/Paris,,OLI,
OLI:SA:1259,1,"Z.I Tourcoing Nord",50.75672,3.16544,,1,,Europe/Paris,,OLI,
OLI:SA:1260,1,"College Jules Verne",50.748332,3.168425,,1,,Europe/Paris,,OLI,
OLI:SA:1265,1,"Centre",50.748591,3.15244,,1,,Europe/Paris,,OLI,
OLI:SA:1268,1,"Descartes",50.747073,3.162198,,1,,Europe/Paris,,OLI,
OLI:SA:1270,1,"Berquier",50.746245,3.174695,,1,,Europe/Paris,,OLI,
OLI:SA:1272,1,"Reckem",50.755306,3.158276,,1,,Europe/Paris,,OLI,
OLI:SA:1273,1,"Verne",50.749428,3.160159,,1,,Europe/Paris,,OLI,
OLI:SA:1278,1,"Cote D'Or",50.571975,3.031246,,1,,Europe/Paris,,OLI,
OLI:SA:1279,1,"Marcel Paul",50.567966,3.029472,,1,,Europe/Paris,,OLI,
OLI:SA:1282,1,"Moulin",50.57515,3.029825,,1,,Europe/Paris,,OLI,
OLI:SA:1283,1,"Lhermitte",50.573778,3.031257,,1,,Europe/Paris,,OLI,
OLI:SA:1286,1,"College Monod",50.670804,2.974367,,1,,Europe/Paris,,OLI,
OLI:SA:1290,1,"La Paix",50.66946,2.975705,,1,,Europe/Paris,,OLI,
OLI:SA:1291,1,"La Prevote",50.678133,2.963662,,1,,Europe/Paris,,OLI,
OLI:SA:1292,1,"Rue De Lomme",50.660864,2.976287,,1,,Europe/Paris,,OLI,
OLI:SA:1293,1,"Picardie",50.671101,2.970518,,1,,Europe/Paris,,OLI,
OLI:SA:1295,1,"Le Fresnel",50.680567,2.959316,,1,,Europe/Paris,,OLI,
OLI:SA:1298,1,"Le Bas",50.675204,2.966377,,1,,Europe/Paris,,OLI,
OLI:SA:130,1,"College Jean Rostand",50.687133,2.866916,,1,,Europe/Paris,,OLI,
OLI:SA:1300,1,"Limousin",50.672368,2.973667,,1,,Europe/Paris,,OLI,
OLI:SA:1302,1,"Europe",50.670778,2.974127,,1,,Europe/Paris,,OLI,
OLI:SA:1306,1,"Le Cheneau",50.724191,3.040442,,1,,Europe/Paris,,OLI,
OLI:SA:1307,1,"Clos Du Rivage",50.707962,3.002061,,1,,Europe/Paris,,OLI,
OLI:SA:1308,1,"Le Tilleul",50.724992,3.020784,,1,,Europe/Paris,,OLI,
OLI:SA:1310,1,"4 Bonniers",50.703909,2.984959,,1,,Europe/Paris,,OLI,
OLI:SA:1311,1,"Le Pont",50.710093,2.997767,,1,,Europe/Paris,,OLI,
OLI:SA:1312,1,"Les Olympiades",50.713775,3.007012,,1,,Europe/Paris,,OLI,
OLI:SA:1313,1,"Floriade Renaissance",50.719989,3.004016,,1,,Europe/Paris,,OLI,
OLI:SA:1316,1,"Blanche Porte",50.71738,2.996959,,1,,Europe/Paris,,OLI,
OLI:SA:1317,1,"Traversiere",50.716593,3.001583,,1,,Europe/Paris,,OLI,
OLI:SA:1318,1,"Le Pacau",50.725911,3.010044,,1,,Europe/Paris,,OLI,
OLI:SA:1319,1,"Le Plaquet",50.701842,2.980568,,1,,Europe/Paris,,OLI,
OLI:SA:132,1,"Hotel De Ville",50.68683,2.882797,,1,,Europe/Paris,,OLI,
OLI:SA:1320,1,"Vingtieme Siecle",50.703788,3.006102,,1,,Europe/Paris,,OLI,
OLI:SA:1321,1,"La Chapelle",50.723935,3.030166,,1,,Europe/Paris,,OLI,
OLI:SA:1322,1,"Centre",50.713494,2.999239,,1,,Europe/Paris,,OLI,
OLI:SA:1326,1,"Gare",50.708761,2.995277,,1,,Europe/Paris,,OLI,
OLI:SA:133,1,"Louis Bleriot",50.703284,2.887977,,1,,Europe/Paris,,OLI,
OLI:SA:1333,1,"Carnot",50.602236,3.097873,,1,,Europe/Paris,,OLI,
OLI:SA:1334,1,"Comtesse De Segur",50.602111,3.0904,,1,,Europe/Paris,,OLI,
OLI:SA:1335,1,"Saint Venant",50.60026,3.084988,,1,,Europe/Paris,,OLI,
OLI:SA:134,1,"Pierre Beregovoy",50.691442,2.880532,,1,,Europe/Paris,,OLI,
OLI:SA:1341,1,"Destoop",50.600118,3.080377,,1,,Europe/Paris,,OLI,
OLI:SA:1349,1,"Republique",50.598455,3.09852,,1,,Europe/Paris,,OLI,
OLI:SA:1352,1,"Ferrer",50.604152,3.094138,,1,,Europe/Paris,,OLI,
OLI:SA:1358,1,"Porte D'Halluin",50.767251,3.121095,,1,,Europe/Paris,,OLI,
OLI:SA:1359,1,"Cimetiere Du Blanc Four",50.735741,3.111498,,1,,Europe/Paris,,OLI,
OLI:SA:1363,1,"Dronckaert",50.740169,3.131666,,1,,Europe/Paris,,OLI,
OLI:SA:1366,1,"Broutteux",50.737233,3.12239,,1,,Europe/Paris,,OLI,
OLI:SA:1368,1,"La Montagne",50.738335,3.119736,,1,,Europe/Paris,,OLI,
OLI:SA:1376,1,"Centre Social",50.756338,3.120725,,1,,Europe/Paris,,OLI,
OLI:SA:1381,1,"Faubourg De Roncq",50.759548,3.120903,,1,,Europe/Paris,,OLI,
OLI:SA:1382,1,"Coubertin",50.680678,3.211092,,1,,Europe/Paris,,OLI,
OLI:SA:1387,1,"Carpeaux",50.67501,3.182521,,1,,Europe/Paris,,OLI,
OLI:SA:1388,1,"Nations Unies",50.697462,3.167846,,1,,Europe/Paris,,OLI,
OLI:SA:1393,1,"Boulevard De Metz",50.702669,3.181675,,1,,Europe/Paris,,OLI,
OLI:SA:140,1,"Le Bizet",50.705885,2.884051,,1,,Europe/Paris,,OLI,
OLI:SA:1401,1,"St Jean Baptiste",50.679341,3.178796,,1,,Europe/Paris,,OLI,
OLI:SA:1407,1,"Les Gobelins",50.694393,3.172116,,1,,Europe/Paris,,OLI,
OLI:SA:1408,1,"Centre Medical Barbieux",50.679804,3.169938,,1,,Europe/Paris,,OLI,
OLI:SA:1412,1,"Pdt Vincent Auriol",50.687168,3.175356,,1,,Europe/Paris,,OLI,
OLI:SA:1414,1,"Jules Guesde",50.686175,3.186748,,1,,Europe/Paris,,OLI,
OLI:SA:1415,1,"Flandre",50.700813,3.177718,,1,,Europe/Paris,,OLI,
OLI:SA:1416,1,"Pont Rouge",50.679804,3.196169,,1,,Europe/Paris,,OLI,
OLI:SA:1422,1,"Bol D'Air",50.672469,3.156237,,1,,Europe/Paris,,OLI,
OLI:SA:1427,1,"Condition Publique",50.691086,3.19135,,1,,Europe/Paris,,OLI,
OLI:SA:1428,1,"Ermitage",50.695412,3.169902,,1,,Europe/Paris,,OLI,
OLI:SA:143,1,"Cimetiere",50.694678,2.89305,,1,,Europe/Paris,,OLI,
OLI:SA:1433,1,"Les Arts",50.690282,3.161725,,1,,Europe/Paris,,OLI,
OLI:SA:1434,1,"College",50.69413,3.176391,,1,,Europe/Paris,,OLI,
OLI:SA:1435,1,"Carihem",50.686333,3.211813,,1,,Europe/Paris,,OLI,
OLI:SA:1439,1,"Rue D'Orchies",50.690232,3.200655,,1,,Europe/Paris,,OLI,
OLI:SA:1442,1,"Franklin",50.691035,3.194823,,1,,Europe/Paris,,OLI,
OLI:SA:1446,1,"Rue De Tourcoing",50.701798,3.172692,,1,,Europe/Paris,,OLI,
OLI:SA:1449,1,"Fosse Aux Chenes",50.699317,3.174755,,1,,Europe/Paris,,OLI,
OLI:SA:1452,1,"Coq Francais",50.68473,3.182939,,1,,Europe/Paris,,OLI,
OLI:SA:1453,1,"Charles De Gaulle",50.686621,3.169981,,1,,Europe/Paris,,OLI,
OLI:SA:1455,1,"Boulevard De Mulhouse",50.683884,3.191283,,1,,Europe/Paris,,OLI,
OLI:SA:1462,1,"Watt",50.688167,3.158753,,1,,Europe/Paris,,OLI,
OLI:SA:1465,1,"Moliere",50.690902,3.19845,,1,,Europe/Paris,,OLI,
OLI:SA:1468,1,"Rue De Denain",50.684058,3.177605,,1,,Europe/Paris,,OLI,
OLI:SA:1469,1,"Hommelet",50.692893,3.184278,,1,,Europe/Paris,,OLI,
OLI:SA:147,1,"Deffontaines",50.609797,3.22945,,1,,Europe/Paris,,OLI,
OLI:SA:1471,1,"Jean Moulin",50.684724,3.172011,,1,,Europe/Paris,,OLI,
OLI:SA:1472,1,"Epeule Montesquieu",50.684012,3.163161,,1,,Europe/Paris,,OLI,
OLI:SA:1476,1,"Leon Marlot",50.673318,3.192387,,1,,Europe/Paris,,OLI,
OLI:SA:1482,1,"Place Chaptal",50.694592,3.192879,,1,,Europe/Paris,,OLI,
OLI:SA:1484,1,"Rue D'Alger",50.701462,3.191697,,1,,Europe/Paris,,OLI,
OLI:SA:1488,1,"Sarrail",50.691443,3.169271,,1,,Europe/Paris,,OLI,
OLI:SA:1491,1,"Square Bartholdi",50.672911,3.179944,,1,,Europe/Paris,,OLI,
OLI:SA:1492,1,"Rue De L'Ouest",50.693536,3.159378,,1,,Europe/Paris,,OLI,
OLI:SA:1493,1,"Pellart",50.695538,3.181767,,1,,Europe/Paris,,OLI,
OLI:SA:1495,1,"Zola",50.673186,3.197198,,1,,Europe/Paris,,OLI,
OLI:SA:1496,1,"Rollin",50.705182,3.18015,,1,,Europe/Paris,,OLI,
OLI:SA:150,1,"Gare",50.618305,3.233973,,1,,Europe/Paris,,OLI,
OLI:SA:1503,1,"Fraternite",50.682284,3.194348,,1,,Europe/Paris,,OLI,
OLI:SA:1507,1,"Bois Le Duc",50.688609,3.210751,,1,,Europe/Paris,,OLI,
OLI:SA:1510,1,"Hopital Victor Provo",50.681022,3.167615,,1,,Europe/Paris,,OLI,
OLI:SA:1512,1,"Trois Ponts",50.684815,3.200618,,1,,Europe/Paris,,OLI,
OLI:SA:1517,1,"Square Des Pres",50.685576,3.191665,,1,,Europe/Paris,,OLI,
OLI:SA:1518,1,"Buisine",50.688295,3.188902,,1,,Europe/Paris,,OLI,
OLI:SA:1519,1,"Alsace",50.700591,3.161274,,1,,Europe/Paris,,OLI,
OLI:SA:152,1,"Sin",50.614372,3.230772,,1,,Europe/Paris,,OLI,
OLI:SA:1521,1,"Boulevard De Reims",50.678294,3.185047,,1,,Europe/Paris,,OLI,
OLI:SA:1524,1,"Square Des Platanes",50.676707,3.187533,,1,,Europe/Paris,,OLI,
OLI:SA:1538,1,"College Van Der Meersch",50.680659,3.204753,,1,,Europe/Paris,,OLI,
OLI:SA:1541,1,"Roubaix Grand Place",50.691598,3.174202,,1,,Europe/Paris,,OLI,
OLI:SA:1544,1,"Le Hutin",50.706565,3.181205,,1,,Europe/Paris,,OLI,
OLI:SA:1551,1,"Boulevard De Douai",50.681054,3.168223,,1,,Europe/Paris,,OLI,
OLI:SA:1553,1,"La Paix",50.697564,3.18197,,1,,Europe/Paris,,OLI,
OLI:SA:1559,1,"Cimetiere",50.7013,3.187824,,1,,Europe/Paris,,OLI,
OLI:SA:1561,1,"Louis Loucheur",50.677849,3.176541,,1,,Europe/Paris,,OLI,
OLI:SA:1569,1,"Spriet",50.67412,3.185456,,1,,Europe/Paris,,OLI,
OLI:SA:1578,1,"Place",50.645877,3.220712,,1,,Europe/Paris,,OLI,
OLI:SA:1579,1,"Lotissement Nouveau Monde",50.557145,2.909028,,1,,Europe/Paris,,OLI,
